1	2	0.1	1	0.15	4	25900.20064	1
1	3	0.066666667	1	0.15	4	23403.47319	1
2	1	0.1	1	0.15	4	25900.20064	1
2	6	0.083333333	1	0.15	4	4958.180928	1
3	1	0.066666667	1	0.15	4	23403.47319	1
3	4	0.066666667	1	0.15	4	17110.52372	1
3	12	0.066666667	1	0.15	4	23403.47319	1
4	3	0.066666667	1	0.15	4	17110.52372	1
4	5	0.033333333	1	0.15	4	17782.7941	1
4	11	0.1	1	0.15	4	4908.82673	1
5	4	0.033333333	1	0.15	4	17782.7941	1
5	6	0.066666667	1	0.15	4	4947.995469	1
5	9	0.083333333	1	0.15	4	10000	1
6	2	0.083333333	1	0.15	4	4958.180928	1
6	5	0.066666667	1	0.15	4	4947.995469	1
6	8	0.033333333	1	0.15	4	4898.587646	1
7	8	0.05	1	0.15	4	7841.81131	1
7	18	0.033333333	1	0.15	4	23403.47319	1
8	6	0.033333333	1	0.15	4	4898.587646	1
8	7	0.05	1	0.15	4	7841.81131	1
8	9	0.166666667	1	0.15	4	5050.193156	1
8	16	0.083333333	1	0.15	4	5045.822583	1
9	5	0.083333333	1	0.15	4	10000	1
9	8	0.166666667	1	0.15	4	5050.193156	1
9	10	0.05	1	0.15	4	13915.78842	1
10	9	0.05	1	0.15	4	13915.78842	1
10	11	0.083333333	1	0.15	4	10000	1
10	15	0.1	1	0.15	4	13512.00155	1
10	16	0.066666667	1	0.15	4	4854.917717	1
10	17	0.133333333	1	0.15	4	4993.510694	1
11	4	0.1	1	0.15	4	4908.82673	1
11	10	0.083333333	1	0.15	4	10000	1
11	12	0.1	1	0.15	4	4908.82673	1
11	14	0.066666667	1	0.15	4	4876.508287	1
12	3	0.066666667	1	0.15	4	23403.47319	1
12	11	0.1	1	0.15	4	4908.82673	1
12	13	0.05	1	0.15	4	25900.20064	1
13	12	0.05	1	0.15	4	25900.20064	1
13	24	0.066666667	1	0.15	4	5091.256152	1
14	11	0.066666667	1	0.15	4	4876.508287	1
14	15	0.083333333	1	0.15	4	5127.526119	1
14	23	0.066666667	1	0.15	4	4924.790605	1
15	10	0.1	1	0.15	4	13512.00155	1
15	14	0.083333333	1	0.15	4	5127.526119	1
15	19	0.05	1	0.15	4	14564.75315	1
15	22	0.05	1	0.15	4	9599.180565	1
16	8	0.083333333	1	0.15	4	5045.822583	1
16	10	0.066666667	1	0.15	4	4854.917717	1
16	17	0.033333333	1	0.15	4	5229.910063	1
16	18	0.05	1	0.15	4	19679.89671	1
17	10	0.133333333	1	0.15	4	4993.510694	1
17	16	0.033333333	1	0.15	4	5229.910063	1
17	19	0.033333333	1	0.15	4	4823.950831	1
18	7	0.033333333	1	0.15	4	23403.47319	1
18	16	0.05	1	0.15	4	19679.89671	1
18	20	0.066666667	1	0.15	4	23403.47319	1
19	15	0.05	1	0.15	4	14564.75315	1
19	17	0.033333333	1	0.15	4	4823.950831	1
19	20	0.066666667	1	0.15	4	5002.607563	1
20	18	0.066666667	1	0.15	4	23403.47319	1
20	19	0.066666667	1	0.15	4	5002.607563	1
20	21	0.1	1	0.15	4	5059.91234	1
20	22	0.083333333	1	0.15	4	5075.697193	1
21	20	0.1	1	0.15	4	5059.91234	1
21	22	0.033333333	1	0.15	4	5229.910063	1
21	24	0.05	1	0.15	4	4885.357564	1
22	15	0.05	1	0.15	4	9599.180565	1
22	20	0.083333333	1	0.15	4	5075.697193	1
22	21	0.033333333	1	0.15	4	5229.910063	1
22	23	0.066666667	1	0.15	4	5000	1
23	14	0.066666667	1	0.15	4	4924.790605	1
23	22	0.066666667	1	0.15	4	5000	1
23	24	0.033333333	1	0.15	4	5078.508436	1
24	13	0.066666667	1	0.15	4	5091.256152	1
24	21	0.05	1	0.15	4	4885.357564	1
24	23	0.033333333	1	0.15	4	5078.508436	1
